,task,gt_path,obj_id,n_pos
310,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_275.nii.gz,1,33
311,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_275.nii.gz,2,14
312,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_376.nii.gz,1,36
313,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_376.nii.gz,2,8
314,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_219.nii.gz,1,34
315,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_219.nii.gz,2,9
316,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_050.nii.gz,1,17
317,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_050.nii.gz,2,6
318,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_214.nii.gz,1,28
319,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_214.nii.gz,2,5
320,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_269.nii.gz,1,44
321,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_269.nii.gz,2,7
322,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_120.nii.gz,1,13
323,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_120.nii.gz,2,3
324,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_218.nii.gz,1,26
325,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_218.nii.gz,2,8
326,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_096.nii.gz,1,32
327,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_096.nii.gz,2,12
328,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_130.nii.gz,1,28
329,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_130.nii.gz,2,3
330,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_242.nii.gz,1,32
331,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_242.nii.gz,2,3
332,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_028.nii.gz,1,44
333,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_028.nii.gz,2,6
334,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_166.nii.gz,1,30
335,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_166.nii.gz,2,9
336,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_222.nii.gz,1,36
337,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_222.nii.gz,2,8
338,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_058.nii.gz,1,13
339,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_058.nii.gz,2,3
340,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_089.nii.gz,1,31
341,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_089.nii.gz,2,8
342,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_158.nii.gz,1,21
343,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_158.nii.gz,2,5
344,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_041.nii.gz,1,57
345,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_041.nii.gz,2,7
346,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_037.nii.gz,1,23
347,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_037.nii.gz,2,9
348,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_411.nii.gz,1,35
349,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_411.nii.gz,2,8
350,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_345.nii.gz,1,28
351,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_345.nii.gz,2,6
352,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_157.nii.gz,1,29
353,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_157.nii.gz,2,6
354,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_348.nii.gz,1,30
355,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_348.nii.gz,2,4
356,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_193.nii.gz,1,30
357,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_193.nii.gz,2,11
358,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_315.nii.gz,1,27
359,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_315.nii.gz,2,11
360,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_191.nii.gz,1,31
361,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_191.nii.gz,2,11
362,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_414.nii.gz,1,72
363,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_414.nii.gz,2,48
364,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_049.nii.gz,1,39
365,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_049.nii.gz,2,7
366,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_075.nii.gz,1,71
367,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_075.nii.gz,2,20
368,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_395.nii.gz,1,21
369,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_395.nii.gz,2,5
370,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_389.nii.gz,1,34
371,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_389.nii.gz,2,9
372,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_280.nii.gz,1,36
373,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_280.nii.gz,2,8
374,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_265.nii.gz,1,38
375,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_265.nii.gz,2,5
376,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_180.nii.gz,1,31
377,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_180.nii.gz,2,12
378,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_067.nii.gz,1,31
379,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_067.nii.gz,2,5
380,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_127.nii.gz,1,33
381,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_127.nii.gz,2,12
382,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_006.nii.gz,1,25
383,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_006.nii.gz,2,10
384,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_106.nii.gz,1,22
385,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_106.nii.gz,2,2
386,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_293.nii.gz,1,34
387,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_293.nii.gz,2,13
388,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_308.nii.gz,1,36
389,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_308.nii.gz,2,6
390,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_105.nii.gz,1,13
391,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_105.nii.gz,2,3
392,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_344.nii.gz,1,36
393,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_344.nii.gz,2,6
394,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_369.nii.gz,1,39
395,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_369.nii.gz,2,9
396,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_392.nii.gz,1,20
397,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_392.nii.gz,2,3
398,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_119.nii.gz,1,27
399,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_119.nii.gz,2,13
400,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_019.nii.gz,1,30
401,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_019.nii.gz,2,9
402,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_074.nii.gz,1,19
403,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_074.nii.gz,2,5
404,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_005.nii.gz,1,40
405,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_005.nii.gz,2,10
406,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_004.nii.gz,1,35
407,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_004.nii.gz,2,14
408,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_364.nii.gz,1,30
409,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_364.nii.gz,2,10
410,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_374.nii.gz,1,37
411,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_374.nii.gz,2,13
412,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_201.nii.gz,1,41
413,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_201.nii.gz,2,8
414,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_388.nii.gz,1,15
415,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_388.nii.gz,2,10
416,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_287.nii.gz,1,35
417,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_287.nii.gz,2,13
418,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_339.nii.gz,1,30
419,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_339.nii.gz,2,6
420,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_230.nii.gz,1,27
421,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_230.nii.gz,2,10
422,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_342.nii.gz,1,37
423,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_342.nii.gz,2,6
424,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_226.nii.gz,1,33
425,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_226.nii.gz,2,9
426,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_199.nii.gz,1,32
427,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_199.nii.gz,2,11
428,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_001.nii.gz,1,29
429,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_001.nii.gz,2,23
430,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_021.nii.gz,1,30
431,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_021.nii.gz,2,12
432,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_131.nii.gz,1,38
433,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_131.nii.gz,2,9
434,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_304.nii.gz,1,35
435,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_304.nii.gz,2,6
436,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_313.nii.gz,1,35
437,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_313.nii.gz,2,6
438,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_040.nii.gz,1,24
439,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_040.nii.gz,2,7
440,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_093.nii.gz,1,32
441,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_093.nii.gz,2,9
442,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_255.nii.gz,1,31
443,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_255.nii.gz,2,9
444,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_228.nii.gz,1,38
445,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_228.nii.gz,2,5
446,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_416.nii.gz,1,30
447,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_416.nii.gz,2,7
